"age","job","marital","education","default","housing","loan","contact","month","day_of_week","duration","campaign","pdays","previous","poutcome","emp.var.rate","cons.price.idx","cons.conf.idx","euribor3m","nr.employed","y"
40,"management","married","university.degree","no","no","no","cellular","nov","tue",1122,2,999,1,"failure",-0.1,93.2,-42,4.153,5195.8,"yes"
54,"blue-collar","divorced","basic.4y","no","no","no","telephone","may","thu",192,3,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191,"no"
30,"blue-collar","single","basic.9y","no","no","yes","cellular","jul","mon",985,11,999,0,"nonexistent",1.4,93.918,-42.7,4.96,5228.1,"yes"
35,"technician","married","","","yes","no","telephone","jun","tue",320,1,999,0,"nonexistent",1.4,94.465,-41.8,4.864,5228.1,"no"
33,"admin.","married","university.degree","no","yes","yes","telephone","sep","wed",396,2,999,0,"nonexistent",-1.1,94.199,-37.5,0.879,4963.6,"yes"
37,"technician","divorced","high.school","no","yes","no","cellular","nov","fri",47,1,999,0,"nonexistent",-0.1,93.2,-42,4.021,5195.8,"no"
29,"technician","single","university.degree","no","yes","yes","cellular","jul","wed",166,1,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"no"
58,"services","divorced","professional.course","no","yes","no","telephone","may","fri",293,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
51,"self-employed","married","university.degree","","","","cellular","nov","fri",31,2,999,0,"nonexistent",-0.1,93.2,-42,4.021,5195.8,"no"
31,"admin.","married","basic.9y","no","yes","no","telephone","may","fri",465,3,999,0,"nonexistent",1.1,93.994,-36.4,4.864,5191,"no"
40,"blue-collar","married","basic.6y","","yes","no","cellular","nov","thu",142,3,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,"no"
28,"blue-collar","married","basic.9y","no","yes","yes","cellular","jul","mon",576,2,999,0,"nonexistent",1.4,93.918,-42.7,4.96,5228.1,"no"
30,"admin.","single","high.school","no","yes","no","telephone","jul","fri",253,1,999,0,"nonexistent",1.4,93.918,-42.7,4.959,5228.1,"no"
44,"blue-collar","single","basic.4y","no","yes","no","cellular","mar","tue",1530,2,999,0,"nonexistent",-1.8,92.843,-50,1.51,5099.1,"yes"
39,"unemployed","married","university.degree","no","yes","no","telephone","may","thu",168,2,999,0,"nonexistent",1.1,93.994,-36.4,4.855,5191,"no"
60,"","married","university.degree","no","yes","no","telephone","jun","mon",112,1,999,0,"nonexistent",1.4,94.465,-41.8,4.961,5228.1,"no"
31,"services","married","basic.9y","no","yes","no","cellular","jun","mon",326,1,999,0,"nonexistent",-2.9,92.963,-40.8,1.266,5076.2,"yes"
39,"admin.","married","high.school","no","yes","no","cellular","aug","tue",101,2,999,0,"nonexistent",1.4,93.444,-36.1,4.966,5228.1,"no"
33,"blue-collar","single","basic.9y","no","yes","no","cellular","nov","thu",175,1,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,"no"
53,"admin.","divorced","high.school","no","yes","yes","telephone","nov","fri",544,2,999,0,"nonexistent",-0.1,93.2,-42,4.021,5195.8,"no"
24,"student","single","basic.4y","no","yes","yes","telephone","jul","fri",57,1,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"no"
33,"blue-collar","married","professional.course","no","yes","no","cellular","jun","wed",88,1,999,0,"nonexistent",-2.9,92.963,-40.8,1.26,5076.2,"no"
28,"admin.","single","university.degree","no","yes","no","cellular","may","wed",69,2,999,0,"nonexistent",-1.8,92.893,-46.2,1.334,5099.1,"no"
52,"housemaid","single","university.degree","no","no","no","cellular","jul","thu",188,3,999,0,"nonexistent",1.4,93.918,-42.7,4.958,5228.1,"no"
36,"unemployed","divorced","high.school","no","no","no","cellular","nov","mon",59,1,999,0,"nonexistent",-0.1,93.2,-42,4.191,5195.8,"no"
50,"blue-collar","married","basic.9y","","yes","no","cellular","aug","tue",60,4,999,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1,"no"
43,"blue-collar","married","basic.4y","no","yes","no","cellular","may","mon",128,3,999,0,"nonexistent",-1.8,92.893,-46.2,1.244,5099.1,"no"
34,"blue-collar","divorced","basic.9y","","yes","no","cellular","may","tue",326,2,999,0,"nonexistent",-1.8,92.893,-46.2,1.291,5099.1,"no"
43,"management","married","high.school","no","yes","yes","telephone","jun","fri",304,2,999,0,"nonexistent",1.4,94.465,-41.8,4.967,5228.1,"no"
38,"admin.","married","university.degree","no","no","no","telephone","jun","mon",757,2,999,0,"nonexistent",1.4,94.465,-41.8,4.96,5228.1,"no"
37,"admin.","married","university.degree","no","no","no","telephone","aug","fri",115,1,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,"no"
26,"blue-collar","married","basic.9y","no","yes","no","cellular","apr","thu",77,3,999,0,"nonexistent",-1.8,93.075,-47.1,1.41,5099.1,"no"
30,"admin.","married","university.degree","no","yes","no","telephone","jul","wed",693,2,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
42,"blue-collar","divorced","basic.9y","no","yes","no","telephone","may","wed",748,1,999,0,"nonexistent",1.1,93.994,-36.4,4.858,5191,"no"
31,"blue-collar","single","basic.9y","no","yes","no","cellular","jul","tue",442,1,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,"no"
36,"blue-collar","married","","no","no","no","cellular","apr","fri",231,2,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,"no"
40,"blue-collar","married","basic.9y","","yes","no","telephone","may","fri",242,3,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
47,"blue-collar","married","basic.6y","","yes","no","telephone","may","mon",21,1,999,0,"nonexistent",-1.8,92.893,-46.2,1.299,5099.1,"no"
36,"services","divorced","university.degree","no","no","no","telephone","may","fri",208,1,999,0,"nonexistent",1.1,93.994,-36.4,4.855,5191,"no"
49,"blue-collar","married","basic.4y","","no","no","telephone","may","wed",344,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
43,"technician","single","professional.course","no","","","telephone","jun","thu",104,1,999,0,"nonexistent",1.4,94.465,-41.8,4.961,5228.1,"no"
59,"admin.","divorced","basic.9y","no","yes","no","cellular","may","thu",8,6,999,1,"failure",-1.8,92.893,-46.2,1.266,5099.1,"no"
34,"blue-collar","married","","no","yes","no","telephone","jul","thu",15,25,999,0,"nonexistent",1.4,93.918,-42.7,4.968,5228.1,"no"
39,"blue-collar","divorced","high.school","no","yes","yes","telephone","may","tue",163,3,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,"no"
36,"admin.","married","university.degree","no","yes","no","cellular","jul","wed",99,2,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
30,"services","single","high.school","no","yes","no","cellular","aug","thu",148,2,999,0,"nonexistent",-2.9,92.201,-31.4,0.873,5076.2,"yes"
36,"admin.","married","university.degree","no","no","no","cellular","aug","fri",296,3,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,"no"
27,"services","single","university.degree","no","yes","no","cellular","apr","thu",384,1,999,0,"nonexistent",-1.8,93.075,-47.1,1.41,5099.1,"no"
37,"self-employed","single","university.degree","no","yes","no","cellular","apr","thu",48,1,999,0,"nonexistent",-1.8,93.075,-47.1,1.365,5099.1,"no"
34,"admin.","married","university.degree","no","no","no","cellular","nov","tue",140,2,999,1,"failure",-0.1,93.2,-42,4.153,5195.8,"no"
42,"admin.","married","university.degree","no","yes","no","cellular","nov","thu",75,2,4,1,"success",-0.1,93.2,-42,4.076,5195.8,"no"
36,"blue-collar","married","basic.9y","no","yes","no","cellular","may","tue",334,1,999,0,"nonexistent",-1.8,92.893,-46.2,1.344,5099.1,"no"
50,"admin.","single","university.degree","no","no","no","cellular","aug","tue",372,1,6,2,"success",-1.7,94.027,-38.3,0.904,4991.6,"yes"
41,"services","divorced","high.school","no","no","yes","cellular","jul","wed",72,2,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"no"
37,"self-employed","married","university.degree","no","yes","no","cellular","nov","fri",48,2,999,0,"nonexistent",-0.1,93.2,-42,4.021,5195.8,"no"
29,"admin.","single","high.school","no","no","yes","cellular","may","fri",48,1,999,0,"nonexistent",-1.8,92.893,-46.2,1.25,5099.1,"no"
47,"blue-collar","married","basic.9y","no","yes","no","cellular","aug","mon",157,2,999,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1,"no"
39,"admin.","married","high.school","no","yes","no","cellular","apr","wed",286,2,999,0,"nonexistent",-1.8,93.075,-47.1,1.498,5099.1,"no"
50,"self-employed","married","university.degree","no","yes","no","cellular","aug","tue",155,1,999,0,"nonexistent",1.4,93.444,-36.1,4.966,5228.1,"no"
30,"admin.","single","basic.9y","no","yes","no","telephone","jul","thu",45,1,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"no"
31,"management","single","university.degree","no","no","no","cellular","nov","thu",319,1,999,1,"failure",-0.1,93.2,-42,4.076,5195.8,"no"
38,"self-employed","married","professional.course","no","no","no","cellular","nov","tue",1788,2,999,0,"nonexistent",-0.1,93.2,-42,4.153,5195.8,"yes"
25,"self-employed","single","university.degree","no","no","no","telephone","may","thu",241,3,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191,"no"
52,"management","divorced","university.degree","no","yes","no","cellular","nov","mon",161,1,999,1,"failure",-0.1,93.2,-42,4.191,5195.8,"no"
47,"blue-collar","married","high.school","no","no","no","cellular","apr","thu",439,2,999,0,"nonexistent",-1.8,93.075,-47.1,1.365,5099.1,"yes"
56,"housemaid","divorced","basic.4y","","no","no","telephone","may","mon",86,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
46,"housemaid","married","university.degree","","yes","no","cellular","nov","fri",82,2,999,0,"nonexistent",-0.1,93.2,-42,4.021,5195.8,"no"
38,"admin.","single","high.school","no","yes","no","cellular","aug","wed",246,1,999,0,"nonexistent",1.4,93.444,-36.1,4.967,5228.1,"no"
36,"housemaid","divorced","basic.4y","no","no","no","cellular","nov","tue",84,1,999,0,"nonexistent",-0.1,93.2,-42,4.153,5195.8,"no"
27,"admin.","married","high.school","no","no","no","cellular","may","thu",643,1,999,0,"nonexistent",-1.8,92.893,-46.2,1.327,5099.1,"no"
58,"retired","divorced","high.school","no","yes","no","cellular","oct","thu",76,4,999,0,"nonexistent",-3.4,92.431,-26.9,0.722,5017.5,"no"
58,"admin.","married","professional.course","no","yes","no","cellular","apr","thu",98,4,999,2,"failure",-1.8,93.749,-34.6,0.644,5008.7,"no"
29,"blue-collar","single","basic.9y","no","yes","no","cellular","may","fri",372,2,12,1,"success",-1.8,92.893,-46.2,1.25,5099.1,"no"
52,"admin.","single","","","no","no","cellular","may","wed",321,1,999,0,"nonexistent",-1.8,92.893,-46.2,1.334,5099.1,"no"
41,"admin.","single","university.degree","no","no","no","cellular","apr","mon",115,2,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,"no"
55,"blue-collar","divorced","basic.4y","","no","no","telephone","may","wed",148,4,999,0,"nonexistent",-1.8,92.893,-46.2,1.281,5099.1,"no"
27,"services","single","high.school","no","no","no","cellular","jul","fri",239,8,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"no"
29,"admin.","single","university.degree","no","no","no","cellular","aug","fri",186,3,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,"no"
26,"admin.","single","high.school","no","no","no","telephone","jun","wed",140,2,999,0,"nonexistent",1.4,94.465,-41.8,4.962,5228.1,"no"
41,"services","married","basic.9y","no","yes","no","telephone","jun","thu",385,1,999,0,"nonexistent",1.4,94.465,-41.8,4.958,5228.1,"no"
43,"blue-collar","single","basic.6y","no","yes","yes","cellular","jul","wed",1806,4,999,0,"nonexistent",1.4,93.918,-42.7,4.957,5228.1,"yes"
36,"entrepreneur","married","basic.6y","","no","no","telephone","jun","wed",125,5,999,0,"nonexistent",1.4,94.465,-41.8,4.864,5228.1,"no"
60,"blue-collar","divorced","basic.4y","","no","no","cellular","jul","wed",105,3,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"no"
39,"admin.","married","university.degree","no","no","no","telephone","jun","mon",105,11,999,0,"nonexistent",1.4,94.465,-41.8,4.865,5228.1,"no"
25,"services","single","basic.9y","no","yes","no","cellular","jul","wed",197,1,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"no"
59,"","married","","","no","no","telephone","jun","thu",701,1,999,0,"nonexistent",1.4,94.465,-41.8,4.866,5228.1,"yes"
50,"technician","married","professional.course","no","yes","no","cellular","jul","thu",143,1,999,0,"nonexistent",1.4,93.918,-42.7,4.958,5228.1,"no"
30,"technician","single","university.degree","","yes","no","cellular","aug","thu",103,2,999,0,"nonexistent",1.4,93.444,-36.1,4.968,5228.1,"no"
37,"management","married","university.degree","no","no","yes","cellular","nov","wed",611,2,999,0,"nonexistent",-0.1,93.2,-42,4.12,5195.8,"no"
33,"technician","married","professional.course","no","no","yes","cellular","aug","tue",587,1,999,0,"nonexistent",1.4,93.444,-36.1,4.966,5228.1,"yes"
25,"student","single","high.school","no","yes","no","cellular","apr","wed",327,1,999,0,"nonexistent",-1.8,93.075,-47.1,1.445,5099.1,"yes"
26,"admin.","single","high.school","no","no","no","cellular","jul","fri",134,3,999,0,"nonexistent",1.4,93.918,-42.7,4.957,5228.1,"no"
57,"services","married","high.school","","yes","no","cellular","apr","mon",157,1,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,"no"
51,"blue-collar","married","basic.4y","no","no","no","cellular","may","wed",104,4,999,0,"nonexistent",-1.8,92.893,-46.2,1.281,5099.1,"no"
38,"blue-collar","married","basic.6y","no","yes","no","telephone","jun","wed",382,3,999,0,"nonexistent",1.4,94.465,-41.8,4.864,5228.1,"no"
53,"management","married","university.degree","no","yes","no","cellular","aug","mon",342,3,999,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1,"no"
55,"unemployed","married","basic.4y","","yes","yes","telephone","jun","fri",95,2,999,0,"nonexistent",1.4,94.465,-41.8,4.967,5228.1,"no"
37,"admin.","single","high.school","no","no","no","cellular","jul","tue",333,8,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,"no"
34,"admin.","single","professional.course","no","no","no","cellular","apr","thu",168,2,999,0,"nonexistent",-1.8,93.075,-47.1,1.365,5099.1,"no"
59,"retired","married","university.degree","","no","no","cellular","aug","fri",217,3,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,"no"
28,"student","single","","no","yes","no","cellular","dec","wed",102,2,999,0,"nonexistent",-3,92.713,-33,0.706,5023.5,"no"
56,"admin.","single","high.school","no","no","no","telephone","may","fri",93,2,999,0,"nonexistent",1.1,93.994,-36.4,4.855,5191,"no"
30,"technician","single","high.school","","no","no","cellular","aug","mon",481,2,999,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1,"no"
41,"services","divorced","basic.9y","no","no","no","telephone","jun","thu",147,1,999,0,"nonexistent",1.4,94.465,-41.8,4.961,5228.1,"no"
38,"technician","divorced","university.degree","","no","no","cellular","aug","mon",102,5,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,"no"
33,"entrepreneur","married","university.degree","no","yes","no","cellular","jul","tue",303,1,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,"no"
39,"services","married","basic.9y","","no","no","telephone","jun","fri",97,2,999,0,"nonexistent",1.4,94.465,-41.8,4.947,5228.1,"no"
46,"admin.","divorced","university.degree","","yes","no","cellular","jul","thu",190,1,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"no"
54,"management","married","basic.4y","","yes","no","cellular","may","mon",264,1,999,0,"nonexistent",-1.8,92.893,-46.2,1.299,5099.1,"no"
55,"services","divorced","professional.course","no","no","no","cellular","apr","mon",88,1,999,1,"failure",-1.8,93.075,-47.1,1.392,5099.1,"no"
34,"admin.","married","high.school","no","no","no","cellular","may","wed",191,1,999,0,"nonexistent",-1.8,92.893,-46.2,1.334,5099.1,"no"
53,"management","married","basic.4y","no","yes","no","cellular","nov","wed",107,2,999,0,"nonexistent",-0.1,93.2,-42,4.12,5195.8,"no"
25,"admin.","divorced","professional.course","no","no","no","cellular","jul","mon",159,1,999,0,"nonexistent",1.4,93.918,-42.7,4.96,5228.1,"no"
31,"technician","married","professional.course","no","yes","no","cellular","jun","tue",250,4,3,2,"success",-1.7,94.055,-39.8,0.723,4991.6,"no"
27,"admin.","married","university.degree","no","yes","no","cellular","sep","tue",173,2,6,2,"failure",-3.4,92.379,-29.8,0.77,5017.5,"yes"
58,"admin.","divorced","basic.9y","no","no","no","telephone","jul","wed",231,5,999,0,"nonexistent",1.4,93.918,-42.7,4.957,5228.1,"no"
44,"admin.","divorced","university.degree","no","no","yes","cellular","aug","wed",12,14,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,"no"
34,"admin.","single","university.degree","no","yes","no","telephone","aug","tue",205,1,999,0,"nonexistent",-2.9,92.201,-31.4,0.859,5076.2,"yes"
42,"housemaid","single","high.school","no","yes","no","telephone","may","mon",186,4,999,0,"nonexistent",-1.8,92.893,-46.2,1.354,5099.1,"no"
43,"technician","married","high.school","no","no","no","cellular","jul","wed",322,4,999,0,"nonexistent",1.4,93.918,-42.7,4.957,5228.1,"no"
30,"entrepreneur","married","university.degree","no","no","no","cellular","aug","mon",99,3,999,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1,"no"
32,"technician","single","university.degree","no","no","no","telephone","may","fri",195,1,999,0,"nonexistent",1.1,93.994,-36.4,4.855,5191,"no"
41,"management","married","university.degree","no","yes","yes","cellular","apr","fri",249,1,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,"no"
54,"technician","married","university.degree","no","yes","no","cellular","aug","wed",78,1,999,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1,"no"
29,"blue-collar","married","basic.4y","","no","no","cellular","may","tue",658,1,999,1,"failure",-1.8,92.893,-46.2,1.291,5099.1,"yes"
35,"admin.","married","","no","yes","no","cellular","nov","mon",960,2,999,0,"nonexistent",-0.1,93.2,-42,4.191,5195.8,"no"
38,"admin.","married","high.school","","no","no","cellular","jul","tue",203,1,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
35,"blue-collar","married","high.school","no","yes","no","cellular","may","fri",130,2,999,0,"nonexistent",-1.8,92.893,-46.2,1.313,5099.1,"no"
30,"management","married","university.degree","no","no","no","cellular","oct","tue",411,2,999,0,"nonexistent",-3.4,92.431,-26.9,0.742,5017.5,"yes"
57,"retired","married","university.degree","no","yes","no","cellular","aug","mon",349,1,999,0,"nonexistent",-2.9,92.201,-31.4,0.843,5076.2,"no"
33,"admin.","married","university.degree","no","no","no","cellular","aug","wed",88,1,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,"no"
30,"admin.","married","university.degree","no","no","no","telephone","jun","fri",75,1,999,0,"nonexistent",1.4,94.465,-41.8,4.967,5228.1,"no"
29,"admin.","single","high.school","no","yes","no","telephone","may","mon",41,2,999,1,"failure",-1.8,92.893,-46.2,1.299,5099.1,"no"
45,"unemployed","married","high.school","","yes","no","telephone","may","fri",239,1,999,0,"nonexistent",1.1,93.994,-36.4,4.855,5191,"no"
43,"management","married","university.degree","","yes","no","cellular","aug","tue",268,2,999,0,"nonexistent",1.4,93.444,-36.1,4.968,5228.1,"no"
30,"blue-collar","married","basic.6y","no","no","no","telephone","jun","wed",201,2,999,0,"nonexistent",1.4,94.465,-41.8,4.864,5228.1,"no"
47,"services","married","high.school","no","no","no","cellular","may","mon",261,1,999,0,"nonexistent",-1.8,92.893,-46.2,1.244,5099.1,"no"
36,"services","divorced","basic.9y","no","no","no","cellular","may","tue",191,3,999,0,"nonexistent",-1.8,92.893,-46.2,1.291,5099.1,"no"
36,"self-employed","married","high.school","","yes","no","cellular","aug","mon",101,1,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,"no"
48,"services","married","high.school","no","yes","no","cellular","may","mon",173,2,999,0,"nonexistent",-1.8,92.893,-46.2,1.244,5099.1,"no"
37,"admin.","divorced","high.school","no","no","yes","cellular","may","tue",461,1,999,0,"nonexistent",-1.8,92.893,-46.2,1.344,5099.1,"no"
44,"blue-collar","married","basic.6y","no","yes","no","telephone","apr","thu",272,2,999,1,"failure",-1.8,93.075,-47.1,1.41,5099.1,"no"
38,"blue-collar","married","high.school","","no","no","telephone","jun","fri",58,1,999,0,"nonexistent",1.4,94.465,-41.8,4.967,5228.1,"no"
59,"technician","divorced","professional.course","no","yes","no","cellular","aug","fri",492,5,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,"no"
51,"services","married","high.school","","yes","no","telephone","jul","mon",596,3,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"yes"
43,"blue-collar","married","basic.6y","no","no","no","telephone","may","fri",218,3,999,0,"nonexistent",1.1,93.994,-36.4,4.859,5191,"no"
57,"technician","married","university.degree","no","no","no","cellular","aug","thu",259,2,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,"no"
42,"blue-collar","married","basic.6y","","no","no","telephone","jun","fri",1098,2,999,0,"nonexistent",1.4,94.465,-41.8,4.959,5228.1,"yes"
47,"housemaid","married","university.degree","no","yes","no","cellular","aug","mon",232,2,999,0,"nonexistent",-2.9,92.201,-31.4,0.843,5076.2,"yes"
61,"admin.","married","","no","no","no","cellular","may","thu",173,3,9,2,"success",-1.8,93.876,-40,0.699,5008.7,"yes"
66,"retired","married","","no","no","no","cellular","aug","wed",68,3,999,0,"nonexistent",-2.9,92.201,-31.4,0.879,5076.2,"no"
43,"management","married","university.degree","no","no","no","cellular","aug","wed",94,1,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,"no"
39,"blue-collar","married","basic.6y","no","no","no","telephone","jun","tue",196,4,999,0,"nonexistent",1.4,94.465,-41.8,4.961,5228.1,"no"
58,"management","married","university.degree","no","yes","no","cellular","may","fri",109,2,12,1,"success",-1.8,92.893,-46.2,1.25,5099.1,"no"
46,"admin.","single","high.school","","yes","no","telephone","may","wed",104,3,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
36,"blue-collar","married","high.school","no","no","yes","telephone","may","tue",100,1,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,"no"
39,"admin.","single","university.degree","no","yes","no","cellular","jul","mon",50,3,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
32,"management","single","university.degree","no","yes","no","cellular","apr","mon",122,3,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,"no"
28,"blue-collar","single","basic.9y","no","no","no","cellular","jul","fri",53,5,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
36,"services","single","high.school","","no","no","telephone","may","wed",145,1,999,0,"nonexistent",1.1,93.994,-36.4,4.858,5191,"no"
28,"management","single","basic.9y","no","no","no","telephone","jun","wed",466,2,999,0,"nonexistent",1.4,94.465,-41.8,4.962,5228.1,"no"
30,"admin.","single","university.degree","no","yes","no","cellular","nov","mon",711,1,999,0,"nonexistent",-0.1,93.2,-42,4.191,5195.8,"no"
59,"housemaid","married","basic.4y","","no","no","cellular","jul","tue",483,2,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
46,"services","married","high.school","no","yes","no","cellular","nov","mon",966,3,999,0,"nonexistent",-0.1,93.2,-42,4.191,5195.8,"no"
44,"blue-collar","married","basic.4y","","yes","no","cellular","aug","wed",359,1,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,"no"
47,"admin.","married","professional.course","no","no","no","telephone","jun","mon",317,6,999,0,"nonexistent",1.4,94.465,-41.8,4.865,5228.1,"no"
32,"technician","single","university.degree","no","yes","yes","telephone","jul","wed",16,43,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
37,"technician","single","university.degree","no","no","no","telephone","may","fri",62,3,999,0,"nonexistent",1.1,93.994,-36.4,4.864,5191,"no"
39,"housemaid","married","basic.4y","no","yes","no","telephone","dec","wed",11,1,999,1,"failure",-0.2,92.756,-45.9,3.743,5176.3,"no"
33,"management","married","basic.9y","no","no","yes","cellular","apr","fri",71,2,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,"no"
38,"technician","married","professional.course","no","yes","no","cellular","jul","mon",185,1,999,0,"nonexistent",1.4,93.918,-42.7,4.96,5228.1,"no"
48,"blue-collar","divorced","basic.4y","no","no","no","telephone","may","thu",521,7,999,0,"nonexistent",1.1,93.994,-36.4,4.855,5191,"no"
30,"technician","single","university.degree","no","no","no","cellular","jul","tue",402,1,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
57,"blue-collar","married","basic.4y","no","yes","no","cellular","may","tue",145,1,999,0,"nonexistent",-1.8,92.893,-46.2,1.344,5099.1,"no"
58,"blue-collar","married","basic.4y","no","yes","no","telephone","jul","thu",48,6,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
41,"blue-collar","married","basic.4y","no","no","no","cellular","nov","thu",77,3,999,1,"failure",-0.1,93.2,-42,4.076,5195.8,"no"
59,"retired","married","","no","no","no","cellular","aug","fri",69,1,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,"no"
28,"services","single","high.school","no","yes","yes","cellular","may","wed",562,1,999,0,"nonexistent",-1.8,92.893,-46.2,1.281,5099.1,"yes"
47,"services","married","high.school","","no","no","cellular","may","wed",378,1,999,0,"nonexistent",-1.8,92.893,-46.2,1.334,5099.1,"no"
49,"blue-collar","married","basic.4y","no","no","no","cellular","nov","tue",34,1,999,1,"failure",-0.1,93.2,-42,4.153,5195.8,"no"
36,"technician","divorced","professional.course","no","yes","no","telephone","may","wed",137,2,999,0,"nonexistent",1.1,93.994,-36.4,4.858,5191,"no"
33,"technician","married","professional.course","no","no","no","telephone","jun","fri",1271,2,999,0,"nonexistent",1.4,94.465,-41.8,4.967,5228.1,"no"
32,"technician","single","university.degree","no","no","yes","cellular","may","fri",137,2,999,1,"failure",-1.8,92.893,-46.2,1.25,5099.1,"no"
32,"admin.","single","university.degree","","yes","no","telephone","may","mon",258,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
44,"technician","married","high.school","no","yes","yes","telephone","jun","wed",491,3,999,0,"nonexistent",1.4,94.465,-41.8,4.962,5228.1,"no"
41,"technician","divorced","professional.course","no","yes","no","cellular","aug","thu",68,4,999,0,"nonexistent",1.4,93.444,-36.1,4.962,5228.1,"no"
55,"blue-collar","married","basic.9y","no","no","no","cellular","jun","mon",271,2,999,0,"nonexistent",-2.9,92.963,-40.8,1.215,5076.2,"no"
29,"admin.","single","high.school","no","yes","no","telephone","jun","fri",17,4,999,0,"nonexistent",1.4,94.465,-41.8,4.967,5228.1,"no"
32,"blue-collar","married","basic.4y","no","no","no","telephone","may","fri",230,2,999,0,"nonexistent",1.1,93.994,-36.4,4.859,5191,"no"
28,"admin.","single","university.degree","no","no","no","cellular","apr","fri",69,1,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,"no"
39,"technician","married","university.degree","no","yes","no","cellular","jun","mon",187,1,3,5,"success",-1.7,94.055,-39.8,0.72,4991.6,"yes"
47,"admin.","married","university.degree","no","no","no","telephone","jul","tue",186,9,999,0,"nonexistent",-2.9,92.469,-33.6,0.908,5076.2,"no"
40,"blue-collar","married","basic.6y","no","yes","no","cellular","nov","wed",1057,1,999,0,"nonexistent",-0.1,93.2,-42,4.12,5195.8,"yes"
45,"blue-collar","divorced","basic.9y","no","yes","no","telephone","jun","mon",287,1,999,0,"nonexistent",1.4,94.465,-41.8,4.96,5228.1,"no"
34,"admin.","single","university.degree","no","no","no","cellular","aug","tue",119,6,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,"no"
